taxid	rank
family	1331809
family	1329913
family	1329921
family	1329928
family	1329929
family	1329930
family	1329959
family	1329973
family	1329974
family	1331736
family	1332180
family	1333713
family	1333867
family	1333875
family	1334519
family	1334117
family	1334541
family	1334955
family	1334979
family	1336363
family	1335425
family	1336387
family	1341112
family	1337729
family	1339216
family	1338352
family	1339694
family	1340153
family	1340154
family	1340155
family	1344953
family	1343996
family	1341615
family	1343471
family	1343473
family	1343488
family	1344060
family	1344061
family	1344954
family	1344955
family	1344966
family	1345658
family	1345660
family	1345663
family	1357442
family	1349104
family	1350365
family	1350383
family	1352100
family	1348340
family	1350215
family	1352827
family	1365474
family	1357936
family	1365215
family	1368819
family	1366118
family	1367207
family	1367215
family	1365976
family	1368691
family	1389719
family	1382596
family	1385565
family	1387702
family	1382930
family	1385926
family	1389452
family	1390216
family	1390229
family	1400428
family	1391138
family	1392996
family	1396497
family	1396498
family	1396499
family	1396500
family	1394481
family	1394511
family	1395568
family	1395581
family	1395667
family	1395668
family	1395670
family	1395787
family	1395789
family	1395792
family	1396508
family	1399350
family	1411954
family	1403152
family	1403163
family	1403165
family	1403310
family	1403707
family	1403708
family	1403793
family	1405792
family	1405798
family	1405801
family	1406924
family	1407459
family	1407466
family	1407494
family	1407496
family	1407501
family	1407552
family	1400857
family	1411955
family	1416930
family	1414529
family	1414845
family	1416613
family	1416935
family	1421207
family	1419494
family	1417819
family	1419188
family	1424306
family	1431826
family	1424649
family	1427709
family	1427722
family	1427579
family	1427652
family	1427668
family	1428162
family	1429050
family	1435001
family	1432044
family	1433378
family	1434916
family	1441600
family	1450291
family	1442156
family	1446109
family	1446110
family	1446258
family	1446272
family	1446797
family	1450292
family	1450293
family	1450294
family	1450326
family	1449998
family	1450329
family	1453780
family	1450205
family	1450657
family	1453781
family	1457284
family	1454053
family	1457285
family	1460864
family	1458138
family	1458139
family	1458140
family	1460097
family	1460105
family	1460697
family	1458186
family	1461388
family	1461390
family	1461396
family	1462267
family	1468408
family	1468240
family	1468257
family	1468258
family	1468260
family	1468261
family	1468262
family	1482317
family	1469498
family	1476849
family	1476850
family	1476851
family	1476853
family	1476859
family	1481140
family	1471398
family	1477493
family	1483519
family	1489611
family	1483952
family	1485080
family	1486721
family	1486922
family	1486926
family	1489614
family	1489615
family	1489617
family	1489618
family	1489917
family	1489918
family	1489924
family	1489925
family	1489927
family	1489944
family	1490017
family	1489783
family	1489784
family	1489785
family	1489790
family	1489799
family	1489802
family	1489833
family	1492816
family	1489881
family	1489899
family	1489902
family	1489903
family	1491404
family	1491775
family	1495648
family	1495884
family	1497869
family	1498386
family	1498387
family	1499392
family	1498769
family	1501348
family	1499628
family	1499629
family	1499630
family	1499631
family	1499632
family	1499633
family	1499635
family	1500360
family	1500366
family	1500368
family	1500378
family	1502617
family	1502619
family	1502620
family	1505234
family	1503477
family	1504305
family	1504926
family	1502944
family	1503930
family	1503986
family	1504730
family	1506295
family	1508183
family	1515657
family	1508536
family	1508635
family	1513294
family	1513333
family	1511852
family	1511855
family	1511858
family	1511860
family	1513233
family	1513476
family	1520874
family	1518852
family	1518853
family	1518854
family	1520330
family	1520331
family	1520875
family	1521030
family	1520784
family	1520789
family	1522127
family	1521701
family	1521703
family	1521763
family	1521764
family	1521047
family	1521048
family	1521049
family	1521050
family	1521051
family	1522129
family	1525215
family	1522361
family	1522433
family	1524213
family	1522937
family	1524215
family	1524216
family	1525216
family	1525217
family	1525925
family	1525116
family	1525120
family	1525122
family	1525124
family	1525125
family	1525212
family	1538067
family	1529367
family	1529371
family	1532216
family	1535432
family	1535433
family	1535434
family	1535435
family	1535530
family	1536429
family	1527415
family	1535298
family	1535299
family	1537142
family	1538753
family	1538027
family	1544688
family	1540229
family	1543679
family	1540118
family	1540145
family	1541974
family	1542756
family	1542769
family	1543338
family	1544800
family	1544365
family	1545379
family	1544977
family	1545905
family	1545690
family	1545912
family	1545922
family	1547233
family	1545867
family	1545868
family	1545873
family	1548748
family	1547438
family	1548255
family	1550888
family	1549128
family	1550691
family	1550697
family	1550701
family	1550702
family	1550703
family	1550905
family	1553902
family	1550763
family	1552975
family	1556156
family	1555239
family	1559746
family	1560361
family	1561069
family	1560744
family	1561070
family	1561072
family	1561073
family	1561074
family	1561080
family	1561163
family	1562942
family	1566673
family	1563123
family	1563125
family	1566678
family	1566705
family	1569542
family	1572420
family	1570301
family	1570339
family	1579405
family	1572404
family	1572408
family	1572409
family	1573805
family	1579051
family	1573500
family	1574458
family	1577788
family	1580803
family	1579279
family	1581409
family	1581159
family	1581335
family	1582140
family	1585420
family	1582436
family	1582273
family	1591240
family	1588184
family	1588758
family	1605722
family	1592216
family	1603257
family	1605791
family	1605794
family	1608538
family	1607688
family	1607782
family	1608543
family	1611871
family	1611872
family	1616025
family	1612334
family	1612393
family	1612406
family	1612412
family	1612419
family	1617301
family	1617302
family	1617303
family	1617304
family	1618127
family	1617891
family	1622027
family	1619956
family	1635254
family	1633871
family	1633873
family	1629958
family	1629975
family	1629978
family	1634180
family	1635255
family	1638000
family	1634953
family	1644056
family	1639119
family	1639121
family	1639122
family	1641604
family	1641607
family	1641610
family	1641618
family	1641619
family	1641620
family	1641626
